licencia_id,nombre_registro,categoria,habitaciones,plazas,origen_coordenada,metodo_cruce,similitud,distancia_m,nombre_raspado,precio,moneda,estrellas_raspadas,puntuacion,fichero_origen,ficha_compartida,dudoso
HB-004432,Catalonia Port,4 estrelles,41,82,registro,coordenada,1.0,3.0,Hotel Catalonia Port,216.2,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004437,Eurostars BCN Design,5 estrelles,65,124,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004440,Bagués,5 estrelles,31,59,registro,coordenada,0.63,10.0,"Hotel Bagues, an SLH Hotel",301.95,EUR,5.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004443,Eos,No aplica,4,6,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004446,Aramunt,3 estrelles,25,50,registro,coordenada,0.58,8.0,Aramunt Barcelona Apartment,166.65,EUR,3.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004450,CASA ELLIOT,4 estrelles,38,67,registro,coordenada,1.0,13.0,Hotel Casa Elliot,213.05,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004451,OHLA BARCELONA,5 estrelles,74,148,registro,coordenada,1.0,9.0,Hotel Ohla Barcelona,364.05,EUR,5.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004452,Chic  Basic Born,3 estrelles,31,55,registro,coordenada,0.77,12.0,chic&basic Born Boutique Hotel,159.94,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004455,Leonardo Boutique Hotel Sagrada Familia,3 estrelles,59,117,registro,coordenada,1.0,1.0,Leonardo Boutique Hotel Barcelona Sagrada Familia,166.39,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004456,HOTEL CIUTAT DE BARCELONA,3 estrelles,78,147,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004457,Barcelona House,3 estrelles,57,100,geocodificada,coordenada,1.0,10.0,Hotel Barcelona House,167.34,EUR,3.0,3.9,google_hotels_2026-09-29_eur.csv,True,True
HB-004459,Laumon,3 estrelles,26,42,registro,coordenada,0.71,10.0,Acta Laumon,114.87,EUR,3.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004463,Mímic,2 estrelles,92,138,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004464,Hostemplo,No aplica,10,18,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004465,Alma Barcelona,Gran luxe,72,144,registro,coordenada,1.0,6.0,Hotel Alma Barcelona,418.7,EUR,5.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004466,NH DIAGONAL CENTER,4 estrelles,129,258,registro,coordenada,0.74,9.0,Hotel NH Barcelona Diagonal Poblenou,218.97,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004468,Acta Bcn 40,2 estrelles,42,66,registro,coordenada,1.0,4.0,Acta BCN 40,124.6,EUR,2.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004469,Monrooms Barcelona,No aplica,8,15,geocodificada,coordenada,1.0,4.0,Monrooms Barcelona,,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004470,ANBA,No aplica,7,14,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004474,Q,No aplica,21,42,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004475,ELLA HOSTEL GRAN VIA,No aplica,9,16,geocodificada,coordenada,1.0,5.0,Ella Hostel Gran Via,170.54,EUR,2.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004478,Eurostars Monumental,4 estrelles,45,79,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004479,Hostal Muntaner II,No aplica,4,8,geocodificada,coordenada,0.91,2.0,Hostal Muntaner,,EUR,2.0,3.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004482,Vincci Bit,4 estrelles,177,354,registro,coordenada,1.0,26.0,Hotel Vincci Bit,232.81,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004483,Circa 1905,No aplica,9,18,geocodificada,coordenada,1.0,3.0,Circa 1905,,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004485,House,No aplica,8,12,geocodificada,coordenada,0.59,4.0,Hostal House,,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004486,Hostal BCN46,No aplica,10,19,geocodificada,coordenada,0.86,14.0,Hostal Bcn 46,91.55,EUR,2.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004487,Luxtal 1-23,No aplica,5,10,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004488,Andante,3 estrelles,134,253,registro,coordenada,0.58,27.0,Andante Drassanes,143.05,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004489,Plaza de Goya 2,No aplica,4,16,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004490,The Mirror Barcelona,4 estrelles superior,63,126,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004493,Edifici La República,4 estrelles,13,26,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004495,Martinval,No aplica,10,19,geocodificada,coordenada,0.72,4.0,Hostal Martinval Barcelona,128.45,EUR,2.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004496,Barcelona Centro,No aplica,8,16,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004497,Hostalin Barcelona,No aplica,4,8,geocodificada,coordenada,0.64,13.0,Hostal Central Barcelona,181.81,EUR,2.0,4.0,google_hotels_2026-09-29_eur.csv,True,True
HB-004499,Barcelona House,3 estrelles,57,102,registro,coordenada,1.0,9.0,Hotel Barcelona House,167.34,EUR,3.0,3.9,google_hotels_2026-09-29_eur.csv,True,True
HB-004502,Dalia Ramblas,3 estrelles,28,48,registro,coordenada,1.0,17.0,Dalia Ramblas,176.2,EUR,3.0,4.0,google_hotels_2026-09-29_eur.csv,True,True
HB-004503,FRONT ARC,No aplica,4,7,geocodificada,coordenada,1.0,6.0,Front Arc,,EUR,,4.9,google_hotels_2026-09-29_eur.csv,False,False
HB-004504,Mercer Barcelona,Gran luxe,27,56,registro,coordenada,1.0,13.0,Mercer Hotel Barcelona,614.66,EUR,5.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004505,Brustar Centric,2 estrelles,9,16,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004506,Khronos,No aplica,9,18,geocodificada,nombre_cerca,0.47,8.0,HOSTAL BOUTIQUE KHRONOS,182.09,EUR,2.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004507,AinB,2 estrelles,6,11,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004508,Arai,4 estrelles superior,31,64,registro,coordenada,1.0,15.0,Arai Aparthotel Barcelona,249.47,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004509,The 8 BedBreakfast Barcelona,No aplica,8,13,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004511,Violeta Boutique,No aplica,4,8,geocodificada,coordenada,1.0,3.0,Violeta Boutique Hotel,,EUR,2.0,4.6,google_hotels_2026-09-29_eur.csv,True,True
HB-004512,Hostal Acropolis,No aplica,8,13,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004513,Sercotel Rosellón,4 estrelles,105,186,registro,coordenada,1.0,8.0,Sercotel Rosellón,247.01,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004514,Travelodg Barcelona Poblenou,1 estrella,250,500,registro,coordenada,0.97,7.0,Travelodge Barcelona Poblenou,126.26,EUR,1.0,3.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004515,Catalonia Catedral,4 estrelles,71,128,registro,coordenada,1.0,11.0,Hotel Catalonia Catedral,225.38,EUR,4.0,4.8,google_hotels_2026-09-29_eur.csv,True,True
HB-004517,Thesuites,No aplica,8,16,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004518,HOUSE BY PILLOW,1 estrella,4,10,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004519,Hotel Vasanta,No aplica,16,42,geocodificada,coordenada,1.0,15.0,HOTEL VASANTA,195.13,EUR,3.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004521,Teatre Auditori,3 estrelles,47,94,registro,coordenada,0.91,8.0,SM Hotel Teatre Auditori Barcelona,139.91,EUR,3.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004524,CATALONIA GRAN VÍA BCN,4 estrelles,63,121,registro,nombre_exacto,1.0,,Catalonia Gran Via BCN,238.5,,,8.9,booking_unificados_2026-09-29.csv,False,False
HB-004525,Generator Barcelona,1 estrella,40,81,geocodificada,coordenada,0.72,10.0,Generator Hostel Barcelona,68.18,EUR,1.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004526,Ako Suite,4 estrelles,28,56,registro,coordenada,1.0,6.0,Ako Suite Hotel,179.59,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004527,Apartamentos Ramblas 108,3 estrelles,18,44,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004530,Hotel Do Plaça Reial,Gran luxe,18,34,registro,coordenada,0.62,59.0,Classic Plaza Real,,EUR,,,google_hotels_2026-09-29_eur.csv,False,False
HB-004531,Room Mate Pau,3 estrelles,66,129,registro,coordenada,1.0,25.0,Room Mate Pau,220.17,EUR,3.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004532,The Level at Melia Barcelona Sky,5 estrelles,99,198,registro,coordenada,1.0,10.0,The Level at Meliá Barcelona Sky,,EUR,5.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004533,Ecozentric,No aplica,9,15,geocodificada,coordenada,0.61,5.0,Ecozentric urban hostel,,EUR,3.0,3.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004535,Catalonia Passeig de Gràcia,4 estrelles superior,74,142,registro,coordenada,1.0,7.0,Hotel Catalonia Passeig de Gràcia,235.85,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004536,The5rooms,No aplica,4,8,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004537,Exprés,No aplica,2,2,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004538,Musik Boutique Hotel,3 estrelles,23,36,registro,coordenada,1.0,5.0,Musik Boutique Hotel,176.57,EUR,3.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004539,Ciutadella Barcelona,4 estrelles,59,118,registro,coordenada,1.0,4.0,Hotel Ciutadella Barcelona,155.77,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004540,Pillow Ramblas,No aplica,10,20,geocodificada,coordenada,0.58,3.0,BYPILLOW Ramblas | Hostal en las ramblas de Barcelona,132.41,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004542,Umma Barcelona BedBreakfast Boutique,No aplica,7,14,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004545,Royal Passeig de Gràcia,4 estrelles,124,248,registro,coordenada,1.0,8.0,Royal Passeig de Gràcia,243.78,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004546,La Casita Amarilla,No aplica,8,16,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004547,Ofelias,4 estrelles superior,44,88,registro,coordenada,1.0,3.0,Ofelias Hotel,169.4,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004548,Violeta Boutique 2,No aplica,4,10,geocodificada,coordenada,0.94,3.0,Violeta Boutique Hotel,,EUR,2.0,4.6,google_hotels_2026-09-29_eur.csv,True,True
HB-004549,Hostalín Barcelona,No aplica,10,19,geocodificada,coordenada,1.0,14.0,Hostalin Barcelona,,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,True,True
HB-004550,Cien,No aplica,8,16,geocodificada,coordenada,1.0,9.0,CIEN Hotel,179.55,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004552,4 Barcelona,4 estrelles,142,261,registro,coordenada,1.0,38.0,Hotel 4 Barcelona,,EUR,4.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004553,BacHome Terrace BB,No aplica,10,19,geocodificada,coordenada,0.97,13.0,BacHome Terrace B&B,,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004554,INDIGO BARCELONA,4 estrelles superior,63,119,registro,nombre_cerca,0.43,16.0,Hotel Indigo Barcelona - Plaza Catalunya,258.98,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004555,IKONIK RAMBLAS,4 estrelles,55,110,registro,coordenada,1.0,2.0,Ikonik Ramblas,156.48,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004557,LIBERE BARCELONA SANT ANTONI,2 estrelles,38,114,registro,coordenada,1.0,8.0,Líbere Barcelona Sant Antoni,191.67,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004558,Barcelona Rooms 294,No aplica,4,8,geocodificada,coordenada,0.62,5.0,Guesthouse Barcelona Rooms 294,,EUR,2.0,3.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004560,Casa Bella Gracia,No aplica,11,20,geocodificada,coordenada,1.0,1.0,Casa Bella Gracia,302.02,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004564,Sunotel Club Central,4 estrelles,88,155,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004568,H10 Port Vell,4 estrelles superior,58,108,registro,coordenada,1.0,3.0,H10 Port Vell,305.0,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004569,Bella Lola,No aplica,11,19,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004570,La Casa Gran BedBreakfast,No aplica,4,8,geocodificada,coordenada,0.98,1.0,La Casa Gran Bed & Breakfast,174.93,EUR,4.0,4.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004571,Mihlton Barcelona,No aplica,12,19,geocodificada,nombre_cerca,0.52,4.0,Mihlton Barcelona Boutique B&B,152.55,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004572,Center Gran Via,1 estrella,15,23,registro,coordenada,1.0,2.0,Hotel Center Gran Via,,EUR,1.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004574,Petit Príncep,No aplica,11,19,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004575,Som Nit Born,No aplica,11,27,geocodificada,coordenada,1.0,6.0,Som Nit Born,161.4,EUR,,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004576,AMRA,No aplica,11,19,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004579,Picasso K + K,4 estrelles superior,92,161,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004581,Grums Barcelona,4 estrelles,78,164,registro,coordenada,0.71,4.0,Grums Hotel&Spa,167.37,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004584,Barcelona Fifteen,No aplica,11,20,geocodificada,coordenada,1.0,3.0,Barcelona Fifteen Aparthotel,205.54,EUR,3.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004586,Zoorooms,No aplica,4,8,geocodificada,coordenada,1.0,10.0,ZOOROOMS,189.95,EUR,4.0,4.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004588,LeMar,No aplica,8,16,geocodificada,nombre_cerca,0.53,1.0,LeMar by Aspasios,253.63,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004589,Hostalin Barcelona 2,No aplica,3,6,geocodificada,coordenada,0.89,14.0,Hostalin Barcelona,,EUR,3.0,4.1,google_hotels_2026-09-29_eur.csv,True,True
HB-004590,Hostal Live Barcelona,No aplica,12,19,geocodificada,nombre_unico,0.76,,Hostal Live Natura Barcelona,,EUR,2.0,4.0,google_hotels_2026-09-29_eur.csv,True,True
HB-004591,H10 Urquinaona Plaza,4 estrelles,80,140,registro,coordenada,1.0,13.0,H10 Urquinaona Plaza Barcelona,204.78,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004592,Vincci Gala,4 estrelles,78,156,registro,coordenada,1.0,7.0,Hotel Vincci Gala,217.96,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004593,Ibis Barcelona Centro,2 estrelles,80,155,registro,coordenada,0.58,6.0,Hotel Ibis Barcelona Centro (Sagrada Familia),171.81,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004594,Natura Barcelona,No aplica,7,13,geocodificada,nombre_cerca,0.5,2.0,Hostal Live Natura Barcelona,,EUR,2.0,4.0,google_hotels_2026-09-29_eur.csv,True,True
HB-004596,Catalonia Square,4 estrelles superior,58,116,registro,coordenada,1.0,4.0,Hotel Catalonia Square,239.73,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004598,HOTEL LUGANO,3 estrelles,70,133,registro,nombre_cerca,0.52,1.0,Arco Hotel Barcelona - antes Hotel Lugano,144.61,EUR,3.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004599,Green House Hotel,2 estrelles,19,37,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004601,Hostal Aslyp 114,No aplica,11,19,geocodificada,coordenada,1.0,6.0,Hostal Aslyp 114 Barcelona,,EUR,4.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004602,Exprés 1,No aplica,3,5,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004603,Exprés 2,No aplica,2,4,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004604,Exprés 3,No aplica,3,4,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004605,Exprés 4,No aplica,3,3,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004606,Praktik Bakery,1 estrella,74,148,registro,coordenada,1.0,8.0,Hotel Praktik Bakery,179.54,EUR,3.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004607,Olivia Balmes,4 estrelles superior,128,256,registro,coordenada,1.0,17.0,Olivia Balmes Hotel,242.25,EUR,4.0,4.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004608,Izara,No aplica,8,16,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004610,Argó 305,No aplica,13,16,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004611,Urgell Premium 18,No aplica,7,13,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004615,Laramond Barcelona Rooms,No aplica,5,11,geocodificada,coordenada,1.0,9.0,Laramond Barcelona Rooms,114.3,EUR,4.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004616,H10 Art Gallery,4 estrelles superior,91,165,registro,coordenada,1.0,8.0,H10 Art Gallery,211.18,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004617,Casa Balmes,No aplica,4,8,geocodificada,coordenada,1.0,8.0,Casa Balmes,167.84,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,True,True
HB-004618,Casa Balmes 2,No aplica,3,6,geocodificada,coordenada,0.92,8.0,Casa Balmes,167.84,EUR,4.0,4.1,google_hotels_2026-09-29_eur.csv,True,True
HB-004621,Casp Green house,No aplica,4,8,geocodificada,coordenada,1.0,11.0,Casp Green House,,EUR,3.0,3.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004622,The Moods,No aplica,12,24,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004623,Pillow Rooms,No aplica,6,12,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004625,H10 Metropolitan,4 estrelles superior,85,167,registro,coordenada,1.0,3.0,H10 Metropolitan,219.7,EUR,4.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004626,Barcelona 226,No aplica,12,23,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004627,Yurbban Trafalgar,3 estrelles,56,100,registro,coordenada,0.77,7.0,Uma House by Yurbban Trafalgar,183.28,EUR,3.0,4.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004628,HOTEL PRAKTIK VINOTECA,1 estrella,64,128,registro,coordenada,1.0,4.0,Hotel Praktik Vinoteca,183.8,EUR,3.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004629,Toc,1 estrella,21,42,registro,coordenada,1.0,7.0,TOC Barcelona,63.57,EUR,1.0,4.1,google_hotels_2026-09-29_eur.csv,False,False
HB-004631,Hostalin Barcelona Passeig de Gràcia,No aplica,9,16,geocodificada,coordenada,1.0,13.0,Hostalin Barcelona Passeig de Gràcia,,EUR,3.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004633,Hostal Barcelona Travel,No aplica,8,16,geocodificada,coordenada,1.0,1.0,Hostal Barcelona Travel,,EUR,3.0,3.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004635,Casa Llimona,2 estrelles,6,18,registro,coordenada,0.73,3.0,Casa Llimona Hotel Boutique,237.23,EUR,2.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004636,Bestprice Diagonal,1 estrella,32,61,registro,coordenada,1.0,24.0,Hotel BESTPRICE Diagonal,165.9,EUR,1.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004638,Bruc,No aplica,4,8,geocodificada,nombre_cerca,0.53,112.0,Hostal bruc,70.0,EUR,,2.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004639,Casa Maca Guest House 3,1 estrella,4,8,registro,coordenada,0.95,5.0,Casa Maca Guest House,135.27,EUR,2.0,3.5,google_hotels_2026-09-29_eur.csv,True,True
HB-004640,Casa Maca Guest House 4,1 estrella,4,8,registro,coordenada,0.95,5.0,Casa Maca Guest House,135.27,EUR,2.0,3.5,google_hotels_2026-09-29_eur.csv,True,True
HB-004641,Casa Maca Guest House,1 estrella,4,8,registro,coordenada,1.0,5.0,Casa Maca Guest House,135.27,EUR,2.0,3.5,google_hotels_2026-09-29_eur.csv,True,True
HB-004642,AMRA BARCELONA GRAN VIA,No aplica,10,19,geocodificada,coordenada,1.0,19.0,Amra Barcelona Gran Via,178.2,EUR,2.0,4.2,google_hotels_2026-09-29_eur.csv,False,False
HB-004644,Ally's Guest House Barcelona,No aplica,4,8,geocodificada,coordenada,0.92,14.0,Ally's Guest House Barcelona Sl,,EUR,2.0,3.9,google_hotels_2026-09-29_eur.csv,True,True
HB-004645,Hotel Primero Primera,5 estrelles,29,58,registro,coordenada,1.0,7.0,Primero Primera,313.15,EUR,5.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004646,The Corner 592,No aplica,4,8,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004647,The Serras,Gran luxe,28,56,registro,coordenada,1.0,4.0,Serras Barcelona,2438.5,EUR,5.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004648,Casa Saltor,2 estrelles,2,7,registro,sin_cruce,0.0,,,,,,,,False,False
HB-004651,Jardinets Guest House,1 estrella,4,8,geocodificada,coordenada,1.0,16.0,Jardinets Guest House,146.81,EUR,2.0,3.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004653,The Grand Margot House,3 estrelles,9,17,registro,coordenada,0.8,16.0,Margot House,375.18,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004654,Good-Home,No aplica,4,14,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004656,THE STREETS,No aplica,3,8,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004657,Allada,3 estrelles,17,28,registro,coordenada,0.86,26.0,Aparthotel Allada 3,331.7,EUR,,5.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004658,Hostal Live Barcelona 2,No aplica,5,10,geocodificada,nombre,0.86,,Hostal Felipe 2,105.5,,,7.7,booking_unificados_2026-09-29.csv,True,True
HB-004659,Smart Room Barcelona,No aplica,55,122,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004660,Brustar Sagrada Família,No aplica,4,8,geocodificada,coordenada,1.0,7.0,BRUSTAR SAGRADA FAMILIA,,EUR,3.0,3.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004663,Ca la Maria Barcelona BedBreakfast,No aplica,4,8,geocodificada,coordenada,0.98,11.0,Ca la Maria Bed & Breakfast Barcelona,,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,False,False
HB-004665,Hostalin Barcelona Diputació 2,No aplica,4,8,geocodificada,coordenada,0.92,15.0,Hostalin Barcelona Diputación,,EUR,2.0,2.9,google_hotels_2026-09-29_eur.csv,False,False
HB-004666,La Casa de Antonio,No aplica,7,13,geocodificada,coordenada,0.8,25.0,La Casa de Antonio Rooms,148.5,EUR,2.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004668,Hotel Brummell,4 estrelles,20,35,registro,coordenada,1.0,4.0,Hotel Brummell,264.61,EUR,4.0,4.7,google_hotels_2026-09-29_eur.csv,True,True
HB-004669,Àmbit Barcelona,4 estrelles,36,68,registro,coordenada,1.0,3.0,Hotel Àmbit Barcelona,168.34,EUR,4.0,4.4,google_hotels_2026-09-29_eur.csv,False,False
HB-004670,The Conica Deluxe Bed  Breakfast,No aplica,4,8,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004672,CASA GRACIA APARTHOTEL,1 estrella,26,60,registro,coordenada,0.81,38.0,Room Casa Gracia,138.01,EUR,4.0,3.9,google_hotels_2026-09-29_eur.csv,False,False
HB-004673,"Dreamkeys, Apartments  Suites",3 estrelles,12,19,registro,coordenada,1.0,3.0,Dreamkeys Apartments & Suites,127.29,EUR,,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004674,Murmuri Residence,2 estrelles,5,14,registro,coordenada,0.77,18.0,Murmuri Residence Concepció,266.15,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
HB-004675,Lumine Luxury Suites,No aplica,4,8,geocodificada,coordenada,0.8,6.0,Lumine Luxury Suites by gaiarooms,166.07,EUR,,3.6435797,google_hotels_2026-09-29_eur.csv,False,False
HB-004677,Consell,No aplica,4,8,geocodificada,sin_cruce,0.0,,,,,,,,False,False
HB-004679,DON FABRIZZIO,No aplica,4,12,geocodificada,coordenada,1.0,13.0,Don Fabrizzio,115.72,EUR,,4.8,google_hotels_2026-09-29_eur.csv,False,False
HB-004681,1881 Barcelona Gran Rosellón Hotel,4 estrelles,60,120,registro,coordenada,0.84,13.0,1881 Barcelona Rosellón Hotel,168.33,EUR,4.0,4.0,google_hotels_2026-09-29_eur.csv,False,False
HB-004682,Casa Gràcia,1 estrella,11,23,,sin_cruce,0.0,,,,,,,,False,False
HB-004683,Hostal Excellence,No aplica,7,11,geocodificada,coordenada,1.0,1.0,Hostal Excellence,95.73,EUR,1.0,3.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004684,Hostal BCN Llúria,No aplica,4,14,geocodificada,coordenada,0.71,24.0,Hostal Live Natura Barcelona,,EUR,2.0,4.0,google_hotels_2026-09-29_eur.csv,True,True
HB-004686,Boutique Hostemplo,3 estrelles,14,28,registro,coordenada,1.0,6.0,Hotel Boutique Hostemplo,202.95,EUR,3.0,4.5,google_hotels_2026-09-29_eur.csv,False,False
HB-004687,Casa Vilaró,No aplica,4,8,geocodificada,coordenada,1.0,8.0,Casa Vilaró,,EUR,4.0,3.6,google_hotels_2026-09-29_eur.csv,False,False
HB-004688,Two by Axel,4 estrelles superior,87,168,registro,nombre_cerca,0.5,8.0,Axel TWO Barcelona,171.88,EUR,4.0,4.3,google_hotels_2026-09-29_eur.csv,False,False
